,民國110年02月,,,,,,,Feb-21,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月底收盤價,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),End-of-,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,Month,Price of,Date of,Price of,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Closing,Monthly,Monthly,Monthly,Monthly,Turnover
,,,,(Note 1),(Note 2),Price,High,High,Low,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
070063 玉晶光群益04購01,"270,890","1,073,000",46,0.25,0.22,0.15,0.36,2月3日,0.15,2月26日,
070066 矽創群益03購01,"12,700","20,000",2,0.64,0.64,0.66,0.66,2月2日,0.61,2月1日,
070067 南亞科日盛03購01,"137,400","24,000",2,5.72,5.72,5.5,5.95,2月2日,5.5,2月3日,
070068 可成日盛03購01,"16,800","80,000",2,0.21,0.21,0.21,0.21,2月22日,0.21,2月22日,
070071 中石化凱基02購01,"44,410","147,000",9,0.3,0.21,0.47,0.47,2月17日,0.05,2月5日,
070072 中興電凱基02購01,"4,620","12,000",5,0.38,0.38,0.39,0.39,2月17日,0.37,2月4日,
070075 億光凱基02購01,"2,100","60,000",2,0.04,0.03,0.01,0.06,2月1日,0.01,2月5日,
070076 興勤凱基03購01,"471,260","298,000",42,1.58,1.62,1.76,1.82,2月5日,1.44,2月3日,
070078 可成凱基02購05,"11,840","37,000",1,0.32,0.32,0.32,0.32,2月1日,0.32,2月1日,
070084 康舒國泰04購01,"521,840","432,000",41,1.21,1.22,1.22,1.38,2月22日,1.08,2月2日,
070086 國喬永豐02購02,"1,970","24,000",2,0.08,0.08,0.08,0.09,2月1日,0.08,2月3日,
070087 中興電永豐02購02,"202,360","439,000",14,0.46,0.48,0.52,0.68,2月1日,0.32,2月5日,
070090 為升永豐02購01,"6,460","11,000",3,0.59,0.6,0.55,0.71,2月1日,0.54,2月3日,
070092 億光永豐02購02,820,"80,000",3,0.01,0.02,0.01,0.02,2月1日,0.01,2月2日,
070096 精成科永豐02購03,50,"5,000",1,0.01,0.01,0.01,0.01,2月4日,0.01,2月4日,
070098 T50反1元大03購03,"36,160","2,329,000",31,0.02,0.02,0.01,0.02,2月24日,0.01,2月26日,
070102 中石化元大02購02,360,"4,000",1,0.09,0.09,0.09,0.09,2月5日,0.09,2月5日,
070105 台積電元大02購40,"5,184,800","1,011,000",34,5.13,3.93,5.45,5.55,2月17日,2.18,2月1日,
070106 台積電元大03購07,"3,830","1,000",1,3.83,3.83,3.83,3.83,2月17日,3.83,2月17日,
070107 台積電元大03購08,"3,820","1,000",1,3.82,3.82,3.82,3.82,2月22日,3.82,2月22日,
070108 台積電元大04購02,"933,560","166,000",31,5.62,5.28,4.73,6.5,2月17日,4.19,2月1日,
070109 華碩元大03購02,"1,951,630","2,209,000",80,0.88,0.77,1.02,1.14,2月24日,0.61,2月23日,
070111 群光元大02購02,"82,190","1,052,000",6,0.08,0.1,0.04,0.16,2月1日,0.04,2月17日,
070112 京元電元大02購04,"29,680","92,000",9,0.32,0.35,0.63,0.63,2月17日,0.19,2月4日,
070114 國產元大03購01,"1,160","5,000",5,0.23,0.23,0.27,0.27,2月23日,0.17,2月18日,
070115 欣興元大02購19,"1,600","10,000",1,0.16,0.16,0.16,0.16,2月1日,0.16,2月1日,
070116 欣興元大03購05,"1,017,970","1,583,000",56,0.64,0.72,0.85,0.91,2月24日,0.44,2月4日,
070117 欣興元大03購06,"56,240","109,000",12,0.52,0.65,0.93,0.93,2月23日,0.41,2月4日,
070118 欣興元大03購07,"139,740","142,000",15,0.98,0.88,1.23,1.25,2月24日,0.58,2月4日,
070119 玉晶光元大05購01,"60,310","176,000",4,0.34,0.34,0.29,0.36,2月19日,0.29,2月25日,
070124 南電元大03購02,"390,160","99,000",15,3.94,3.72,4.52,4.52,2月5日,2.67,2月1日,
070125 寶成元大02購02,"4,800","40,000",2,0.12,0.12,0.04,0.2,2月2日,0.04,2月17日,
070129 宏碁統一03購03,"36,230","101,000",2,0.36,0.3,0.23,0.36,2月1日,0.23,2月17日,
070131 技嘉統一04購02,"168,340","821,000",64,0.21,0.2,0.18,0.28,2月23日,0.18,2月26日,
070133 億光統一04購01,"879,020","1,647,000",72,0.53,0.51,0.43,0.59,2月22日,0.43,2月26日,
070134 京元電統一04購01,"2,817,790","10,567,000",161,0.27,0.27,0.25,0.33,2月17日,0.2,2月1日,
070135 可成統一03購01,"254,560","1,232,000",28,0.21,0.22,0.19,0.29,2月2日,0.14,2月19日,
070136 欣興統一03購02,"155,940","486,000",12,0.32,0.38,0.36,0.65,2月24日,0.27,2月3日,
070137 欣興統一04購05,"20,600","70,000",3,0.29,0.29,0.28,0.3,2月25日,0.28,2月26日,
070138 欣興統一04購06,"196,590","469,000",14,0.42,0.38,0.36,0.48,2月23日,0.33,2月2日,
070139 京鼎統一04購01,"3,444,400","6,587,000",50,0.52,0.45,0.4,0.6,2月17日,0.31,2月2日,
070141 和碩統一03購01,"879,730","1,468,000",50,0.6,0.58,0.37,0.87,2月4日,0.37,2月26日,
070143 超眾統一03購04,"1,180","118,000",1,0.01,0.01,0.01,0.01,2月24日,0.01,2月24日,
070145 南電統一04購04,"689,340","272,000",23,2.53,2.44,2.53,2.83,2月25日,2.24,2月23日,
070146 南電統一04購05,"380,580","154,000",41,2.47,2.49,2.81,2.98,2月25日,1.99,2月5日,
070147 南電統一05購01,"6,053,870","3,104,000",139,1.95,1.82,2.22,2.51,2月25日,1.22,2月1日,
070148 世紀鋼統一04購01,"1,574,520","6,268,000",141,0.25,0.23,0.27,0.47,2月26日,0.13,2月17日,
070149 T50反1元富08購04,"19,170","259,000",27,0.07,0.13,0.18,0.2,2月25日,0.05,2月17日,
070150 T50反1元富08購05,"14,200","150,000",5,0.09,0.09,0.1,0.1,2月4日,0.08,2月1日,
070151 京元電元富05購01,"290,070","225,000",20,1.29,1.24,1.46,1.46,2月25日,0.95,2月1日,
070152 創意元富08購01,"496,060","190,000",30,2.61,2.77,3.51,3.51,2月25日,2.22,2月1日,
070153 創意元富08購02,"3,393,120","1,648,000",92,2.06,2.42,3.1,3.1,2月24日,1.98,2月1日,
070159 京元電兆豐03購01,"656,920","1,120,000",76,0.59,0.55,0.57,0.72,2月18日,0.37,2月1日,
070161 創意兆豐04購01,"1,759,650","797,000",78,2.21,2.4,2.67,3.84,2月25日,1.37,2月1日,
070162 群創兆豐03購02,"43,150","5,000",3,8.63,8.72,9.2,9.2,2月25日,8.25,2月24日,
070164 GIS兆豐04購01,310,"1,000",1,0.31,0.31,0.31,0.31,2月4日,0.31,2月4日,
070165 致新兆豐02購01,"152,800","470,000",5,0.33,0.3,0.28,0.39,2月5日,0.24,2月2日,
070166 瑞昱中信06購04,"340,700","370,000",30,0.92,0.89,0.76,1,2月3日,0.76,2月26日,
070168 美律中信06購01,"33,730","109,000",8,0.31,0.31,0.3,0.35,2月1日,0.29,2月5日,
070169 國泰金中信06購01,"274,020","486,000",33,0.56,0.56,0.61,0.7,2月25日,0.46,2月2日,
070171 道瓊銀永豐02購02,"6,400","40,000",1,0.16,0.16,0.16,0.16,2月1日,0.16,2月1日,
070173 台積電永豐02購06,"200,500","55,000",10,3.65,3.82,5.25,5.4,2月18日,2.35,2月1日,
070174 南亞科永豐02購01,"253,540","56,000",3,4.53,4.54,4.71,4.71,2月2日,4.32,2月1日,
070176 玉晶光永豐02購07,300,"10,000",1,0.03,0.03,0.03,0.03,2月3日,0.03,2月3日,
070179 玉晶光日盛02購01,500,"50,000",1,0.01,0.01,0.01,0.01,2月18日,0.01,2月18日,
070181 上銀群益03購02,"23,790","23,000",12,1.03,1.02,0.89,1.1,2月22日,0.89,2月25日,
070182 台積電群益02購12,"85,400","7,000",6,12.2,13.85,20.5,20.5,2月17日,6.35,2月1日,
070183 技嘉群益03購03,"20,500","330,000",8,0.06,0.07,0.05,0.12,2月23日,0.05,2月25日,
070184 微星群益03購01,"148,800","1,448,000",10,0.1,0.17,0.06,0.32,2月23日,0.06,2月26日,
070187 中工群益03購01,"93,330","351,000",14,0.27,0.3,0.31,0.35,2月23日,0.21,2月5日,
070197 中興電元大02購01,"80,250","35,000",6,2.29,2.34,2.88,2.88,2月18日,2.08,2月1日,
070199 上銀元大02購04,"49,150","60,000",9,0.82,0.9,0.95,0.95,2月3日,0.6,2月2日,
070201 台積電元大02購42,"140,000","20,000",1,7,7,7,7,2月5日,7,2月5日,
070204 宏碁元大02購03,"98,090","1,432,000",15,0.07,0.06,0.01,0.12,2月2日,0.01,2月17日,
070207 奇力新元大03購01,"74,200","220,000",5,0.34,0.33,0.32,0.4,2月4日,0.3,2月5日,
070212 欣興元大02購21,"2,330","9,000",2,0.26,0.26,0.27,0.27,2月2日,0.25,2月1日,
070213 欣興元大03購08,"397,750","623,000",21,0.64,0.68,0.71,0.77,2月23日,0.52,2月19日,
070214 和鑫元大02購01,"15,720","131,000",1,0.12,0.12,0.12,0.12,2月4日,0.12,2月4日,
070215 景碩元大03購01,"261,710","443,000",56,0.59,0.45,0.5,0.71,2月22日,0.16,2月3日,
070216 新唐元大02購02,"59,370","352,000",14,0.17,0.19,0.19,0.29,2月17日,0.12,2月17日,
070222 臺股指元大03購16,"354,940","65,000",16,5.46,5.98,6.5,6.5,2月5日,3.87,2月1日,
070223 T50反1國票02購03,"15,680","1,318,000",5,0.01,0.01,0.01,0.02,2月1日,0.01,2月3日,
070225 臺指反國票02購04,"4,000","400,000",1,0.01,0.01,0.01,0.01,2月17日,0.01,2月17日,
070228 國喬國票03購01,"23,950","57,000",2,0.42,0.39,0.43,0.43,2月18日,0.35,2月5日,
070230 中興電國票03購01,"2,104,870","923,000",97,2.28,2.4,2.48,3.08,2月23日,1.61,2月1日,
070232 台積電國票03購11,"2,641,190","836,000",5,3.16,3.3,3.65,3.65,2月2日,2.78,2月1日,
070233 微星國票03購03,210,"7,000",1,0.03,0.03,0.03,0.03,2月2日,0.03,2月2日,
070234 明泰國票03購01,"1,383,110","4,976,000",36,0.28,0.31,0.19,0.46,2月23日,0.15,2月26日,
070235 玉晶光國票03購06,"77,600","470,000",6,0.17,0.15,0.12,0.17,2月3日,0.12,2月22日,
070236 玉晶光國票05購01,"19,800","60,000",2,0.33,0.33,0.3,0.36,2月23日,0.3,2月24日,
070240 鈺齊國票03購02,"11,000","300,000",2,0.04,0.04,0.03,0.04,2月18日,0.03,2月22日,
070241 巨大國票03購01,"7,970","232,000",15,0.03,0.03,0.02,0.04,2月2日,0.02,2月19日,
070242 聯發科國泰04購02,"42,050","11,000",2,3.82,3.92,4.05,4.05,2月17日,3.8,2月5日,
070245 國喬統一04購01,"1,437,190","2,163,000",46,0.66,0.65,0.67,0.81,2月24日,0.54,2月4日,
070246 聯電統一03購08,"118,800","22,000",1,5.4,5.4,5.4,5.4,2月17日,5.4,2月17日,
070247 智邦統一03購01,"21,760","21,000",8,1.04,0.98,0.9,1.25,2月2日,0.87,2月18日,
070248 聯發科統一03購15,"930,800","298,000",25,3.12,3.24,2.81,3.56,2月18日,2.81,2月26日,
070249 聯發科統一04購04,"647,710","337,000",20,1.92,1.88,1.63,2.07,2月17日,1.63,2月26日,
070250 華新科統一04購02,"1,531,780","1,384,000",44,1.11,1.26,1.57,1.95,2月23日,0.8,2月1日,
070251 大立光統一03購06,"74,310","2,267,000",31,0.03,0.06,0.05,0.13,2月23日,0.02,2月18日,
070252 欣興統一03購03,"470,190","994,000",32,0.47,0.51,0.54,0.81,2月24日,0.26,2月5日,
070255 玉晶光統一04購01,"338,830","3,693,000",74,0.09,0.07,0.05,0.12,2月3日,0.04,2月17日,
070258 世紀鋼統一04購02,"137,800","760,000",25,0.18,0.19,0.19,0.22,2月26日,0.17,2月5日,
070259 中石化元富08購01,"1,661,930","1,819,000",65,0.91,0.85,0.97,1.11,2月23日,0.64,2月1日,
070260 華新元富03購02,"245,910","605,000",26,0.41,0.38,0.4,0.57,2月23日,0.24,2月3日,
070261 華通元富08購02,"25,800","60,000",2,0.43,0.43,0.42,0.44,2月17日,0.42,2月18日,
070263 鴻海元富08購06,"51,700","6,000",3,8.62,8.65,8.7,8.7,2月3日,8.55,2月2日,
070264 國巨元富08購05,"22,000","2,000",1,11,11,11,11,2月23日,11,2月23日,
070265 國巨元富08購06,"38,500","5,000",1,7.7,7.7,7.7,7.7,2月1日,7.7,2月1日,
070266 台積電元富08購19,"8,350","1,000",1,8.35,8.35,8.35,8.35,2月26日,8.35,2月26日,
070269 建準元富05購01,"150,650","582,000",17,0.26,0.26,0.25,0.29,2月22日,0.23,2月25日,
070270 聯發科元富08購04,"30,850","10,000",2,3.08,3.08,3.22,3.22,2月18日,2.95,2月2日,
070273 玉晶光元富08購02,"3,070,570","2,503,000",105,1.23,1.18,1.12,1.35,2月3日,1.05,2月17日,
070274 華擎元富05購01,"24,000","300,000",3,0.08,0.08,0.08,0.08,2月2日,0.08,2月2日,
070276 和碩元富02購01,"967,820","1,550,000",115,0.62,0.66,0.35,0.9,2月2日,0.29,2月18日,
070278 台積電凱基06購01,"2,798,790","1,101,000",148,2.54,2.56,2.07,2.97,2月17日,2.07,2月26日,
070279 台積電凱基06購02,"388,910","131,000",13,2.97,2.99,2.85,3.27,2月17日,2.72,2月2日,
070282 聯發科凱基08購01,"10,500","3,000",1,3.5,3.5,3.5,3.5,2月5日,3.5,2月5日,
070283 國產凱基03購01,60,"1,000",1,0.06,0.06,0.06,0.06,2月5日,0.06,2月5日,
070285 玉晶光凱基02購09,"1,850","37,000",1,0.05,0.05,0.05,0.05,2月2日,0.05,2月2日,
070287 玉晶光凱基03購10,"16,400","135,000",5,0.12,0.11,0.08,0.18,2月3日,0.08,2月24日,
070289 玉晶光凱基04購02,"37,420","152,000",7,0.25,0.23,0.19,0.31,2月3日,0.19,2月25日,
070290 玉晶光凱基04購03,"2,870","14,000",3,0.2,0.2,0.18,0.23,2月2日,0.18,2月5日,
070292 力成凱基02購03,"70,950","189,000",16,0.38,0.4,0.43,0.49,2月1日,0.32,2月1日,
070294 世紀鋼凱基04購01,"33,210","123,000",5,0.27,0.26,0.27,0.28,2月23日,0.24,2月18日,
070297 華碩凱基04購01,"240,210","471,000",30,0.51,0.49,0.57,0.59,2月25日,0.41,2月19日,
070300 可成凱基02購07,"3,700","23,000",5,0.16,0.22,0.14,0.3,2月2日,0.14,2月18日,
070301 強茂凱基03購01,"459,860","552,000",20,0.83,0.78,0.81,0.99,2月22日,0.54,2月5日,
070302 中工凱基03購01,"97,100","145,000",25,0.67,0.64,0.67,0.78,2月23日,0.46,2月1日,
070304 欣興凱基04購02,"5,240,710","28,149,000",275,0.19,0.19,0.22,0.29,2月24日,0.1,2月4日,
070306 和碩凱基03購01,"1,059,690","6,453,000",174,0.16,0.14,0.06,0.24,2月2日,0.06,2月25日,
070307 彩晶凱基03購02,"228,500","80,000",8,2.86,2.94,3.17,3.42,2月25日,2.25,2月1日,
070310 正崴中信03購01,"25,090","193,000",2,0.13,0.13,0.13,0.13,2月18日,0.13,2月18日,
070312 可成中信03購02,"4,300","20,000",2,0.22,0.22,0.2,0.23,2月17日,0.2,2月18日,
070317 京元電群益02購04,"258,540","104,000",12,2.49,2.26,2.62,2.75,2月17日,1.58,2月5日,
070318 大立光群益02購10,"81,500","2,311,000",32,0.04,0.06,0.11,0.12,2月19日,0.01,2月18日,
070321 大立光兆豐04購01,"1,239,800","5,310,000",84,0.23,0.26,0.25,0.45,2月23日,0.12,2月1日,
070322 欣興兆豐03購06,"57,290","177,000",19,0.32,0.3,0.32,0.41,2月23日,0.23,2月22日,
070324 貿聯兆豐03購01,"911,170","1,146,000",26,0.8,0.75,0.62,0.93,2月1日,0.62,2月25日,
070325 臻鼎兆豐03購02,"106,650","657,000",47,0.16,0.16,0.14,0.19,2月25日,0.12,2月17日,
070326 瑞儀兆豐03購02,"188,470","550,000",26,0.34,0.34,0.31,0.37,2月4日,0.31,2月26日,
070327 超眾兆豐03購02,400,"10,000",1,0.04,0.04,0.04,0.04,2月1日,0.04,2月1日,
070328 台化元大02購01,"72,900","90,000",1,0.81,0.81,0.81,0.81,2月18日,0.81,2月18日,
070329 聚陽元大03購01,"10,000","50,000",1,0.2,0.2,0.2,0.2,2月2日,0.2,2月2日,
070330 中興電元大02購02,"7,140","4,000",3,1.78,1.71,2.01,2.01,2月18日,1.51,2月4日,
070331 中橡元大02購01,"1,030","1,000",1,1.03,1.03,1.03,1.03,2月18日,1.03,2月18日,
070332 台積電元大02購44,"14,000","5,000",1,2.8,2.8,2.8,2.8,2月1日,2.8,2月1日,
070333 台積電元大02購45,"15,050","5,000",1,3.01,3.01,3.01,3.01,2月5日,3.01,2月5日,
070336 可成元大02購03,"274,870","1,183,000",11,0.23,0.33,0.19,0.55,2月2日,0.17,2月19日,
070337 強茂元大02購04,"458,850","285,000",1,1.61,1.61,1.61,1.61,2月4日,1.61,2月4日,
070338 華新科元大02購03,"299,110","387,000",20,0.77,1.26,2.01,2.2,2月18日,0.51,2月1日,
070339 華新科元大02購04,"34,540","12,000",2,2.88,2.55,3.04,3.04,2月18日,2.07,2月3日,
070340 嘉晶元大03購02,"339,840","1,058,000",11,0.32,0.39,0.44,0.44,2月23日,0.31,2月5日,
070343 明泰元大02購01,"121,590","281,000",3,0.43,0.42,0.39,0.44,2月3日,0.39,2月5日,
070344 貿聯元大02購01,"408,170","584,000",9,0.7,0.66,0.56,0.81,2月3日,0.55,2月5日,
070347 中租元大02購02,"25,500","50,000",1,0.51,0.51,0.51,0.51,2月5日,0.51,2月5日,
070348 樺漢元大02購04,"24,900","440,000",6,0.06,0.06,0.04,0.1,2月1日,0.04,2月5日,
070349 樺漢元大02購05,100,"10,000",10,0.01,0.01,0.01,0.01,2月5日,0.01,2月5日,
070353 中石化國票05購01,"2,080,490","5,183,000",111,0.4,0.43,0.48,0.6,2月23日,0.24,2月5日,
070355 廣宇國票03購01,"2,122,600","171,000",31,12.41,13.24,14.2,15.3,2月25日,10.9,2月17日,
070356 華碩國票03購02,"418,810","2,378,000",26,0.18,0.19,0.2,0.24,2月24日,0.12,2月23日,
070357 正崴國票03購01,"39,400","440,000",9,0.09,0.09,0.08,0.11,2月22日,0.08,2月24日,
070361 義隆國票03購01,"3,140","2,000",2,1.57,1.57,1.8,1.8,2月22日,1.34,2月3日,
070362 可成國票03購01,"104,470","1,967,000",10,0.05,0.05,0.02,0.09,2月1日,0.02,2月19日,
070363 可成國票03購02,"343,280","1,150,000",45,0.3,0.31,0.2,0.37,2月23日,0.2,2月26日,
070364 強茂國票02購01,"11,070","11,000",11,1.01,1.03,1.08,1.08,2月19日,0.94,2月18日,
070367 美食國票03購03,"125,580","149,000",4,0.84,0.76,0.81,0.85,2月25日,0.66,2月23日,
070368 嘉晶國票03購02,"15,050","705,000",4,0.02,0.03,0.01,0.05,2月2日,0.01,2月25日,
070369 旭富國票02購01,"5,160","516,000",4,0.01,0.01,0.01,0.01,2月19日,0.01,2月19日,
070370 中租國票03購01,"543,360","889,000",30,0.61,0.63,0.55,0.77,2月25日,0.45,2月5日,
070374 聯發科統一04購06,"3,040","2,000",2,1.52,1.5,1.5,1.54,2月26日,1.5,2月26日,
070376 景碩統一03購02,"443,920","907,000",49,0.49,0.48,0.65,0.78,2月24日,0.2,2月3日,
070377 為升元富08購01,"65,500","50,000",1,1.31,1.31,1.31,1.31,2月17日,1.31,2月17日,
070378 為升元富08購02,"6,029,870","5,473,000",96,1.1,1.12,1.12,1.26,2月18日,0.91,2月1日,
070381 聯發科元富08購06,"14,600","5,000",5,2.92,2.95,3.07,3.07,2月17日,2.81,2月2日,
070382 聯發科元富08購07,"189,280","70,000",10,2.7,2.74,2.22,3.16,2月22日,2.22,2月26日,
070384 可成國泰04購01,"476,580","986,000",31,0.48,0.51,0.48,0.63,2月1日,0.41,2月19日,
070388 聯發科永豐02購06,"50,970","15,000",2,3.4,3.38,3.19,3.58,2月18日,3.19,2月19日,
070389 強茂永豐02購03,"32,800","142,000",3,0.23,0.26,0.2,0.31,2月2日,0.2,2月4日,
070390 欣興永豐02購11,"10,080","101,000",2,0.1,0.09,0.1,0.1,2月2日,0.08,2月1日,
070391 貿聯永豐02購01,"31,640","70,000",11,0.45,0.37,0.24,0.53,2月1日,0.24,2月5日,
070392 佳世達國票03購02,"15,070","5,000",5,3.01,3.06,3.23,3.23,2月24日,2.8,2月2日,
070393 國泰金國票03購01,"20,490","282,000",12,0.07,0.12,0.12,0.19,2月17日,0.05,2月25日,
070394 大立光國票03購01,"3,980","398,000",1,0.01,0.01,0.01,0.01,2月23日,0.01,2月23日,
070395 FBVIX中信06購01,"386,100","679,000",26,0.57,0.45,0.38,0.62,2月1日,0.35,2月23日,
070397 可成群益03購03,"183,630","250,000",9,0.73,0.67,0.63,0.78,2月3日,0.56,2月18日,
070399 世紀鋼群益03購01,"216,500","300,000",8,0.72,0.75,0.84,0.84,2月26日,0.58,2月19日,
070404 仁寶元大02購01,"68,600","40,000",3,1.72,1.71,1.72,1.72,2月22日,1.71,2月17日,
070412 冠德元大02購01,"36,000","300,000",3,0.12,0.12,0.12,0.12,2月4日,0.12,2月4日,
070415 T50反1國泰05購01,"10,000","750,000",20,0.01,0.01,0.01,0.02,2月19日,0.01,2月26日,
070421 T50反1台新08購01,"12,520","188,000",5,0.07,0.05,0.04,0.07,2月5日,0.03,2月23日,
070423 上銀元富05購01,"360,850","182,000",16,1.98,2.06,1.7,2.41,2月17日,1.7,2月26日,
070425 大立光元富05購01,"543,430","1,645,000",35,0.33,0.34,0.25,0.51,2月22日,0.19,2月4日,
070426 國喬統一03購01,"1,874,520","2,492,000",89,0.75,0.85,0.87,1.09,2月23日,0.61,2月1日,
070428 國巨統一04購01,"1,246,440","378,000",66,3.3,3.34,3.5,3.71,2月23日,2.82,2月1日,
070429 聯發科統一04購07,"4,890","1,000",1,4.89,4.89,4.89,4.89,2月2日,4.89,2月2日,
070430 可成統一04購02,"559,330","1,423,000",44,0.39,0.4,0.34,0.48,2月3日,0.34,2月26日,
070431 可成統一04購03,"254,780","467,000",20,0.55,0.58,0.52,0.64,2月2日,0.51,2月19日,
070432 大立光統一04購01,"52,800","179,000",5,0.29,0.28,0.34,0.36,2月24日,0.19,2月2日,
070435 國巨凱基02購11,"13,400","2,000",1,6.7,6.7,6.7,6.7,2月17日,6.7,2月17日,
070438 聯發科凱基03購10,"4,100","1,000",1,4.1,4.1,4.1,4.1,2月2日,4.1,2月2日,
070440 大立光凱基03購06,"82,500","395,000",5,0.21,0.22,0.26,0.26,2月18日,0.18,2月1日,
070441 欣興凱基03購06,"343,980","433,000",44,0.79,0.9,1.36,1.36,2月24日,0.49,2月4日,
070442 緯創凱基02購02,"66,300","397,000",17,0.17,0.42,0.13,1.39,2月3日,0.12,2月19日,
070443 世紀鋼凱基02購03,"10,380","13,000",4,0.8,0.76,0.99,0.99,2月22日,0.51,2月2日,
070444 大立光統一04購02,"739,340","3,489,000",73,0.21,0.25,0.22,0.36,2月25日,0.16,2月17日,
070445 貿聯統一04購01,"891,540","1,133,000",71,0.79,0.78,0.68,0.9,2月1日,0.68,2月26日,
070446 寶滬深中信02購01,830,"1,000",1,0.83,0.83,0.83,0.83,2月18日,0.83,2月18日,
070448 可成中信02購01,"121,490","539,000",29,0.23,0.27,0.21,0.38,2月1日,0.17,2月19日,
070450 統一元大02購01,"20,770","161,000",9,0.13,0.12,0.06,0.22,2月1日,0.06,2月18日,
070453 國泰金元大02購01,"1,349,950","2,107,000",15,0.64,0.54,0.52,0.72,2月18日,0.46,2月19日,
070456 TPK元大02購05,"2,720","141,000",4,0.02,0.01,0.01,0.02,2月5日,0.01,2月5日,
070458 正文元大02購02,"69,630","372,000",13,0.19,0.2,0.23,0.29,2月22日,0.16,2月18日,
070459 康控元大02購02,"4,250","95,000",4,0.04,0.05,0.05,0.06,2月19日,0.03,2月17日,
070467 聯發科群益03購04,"14,000","2,000",1,7,7,7,7,2月18日,7,2月18日,
070469 國產群益03購01,"321,320","834,000",29,0.39,0.45,0.64,0.64,2月23日,0.34,2月18日,
070471 嘉晶群益02購03,160,"4,000",1,0.04,0.04,0.04,0.04,2月4日,0.04,2月4日,
070472 欣興群益02購14,"19,450","28,000",9,0.69,0.69,1.23,1.23,2月23日,0.41,2月4日,
070473 同欣電群益03購01,"42,000","30,000",2,1.4,1.48,1.7,1.7,2月17日,1.25,2月1日,
070474 台表科群益02購02,"55,160","301,000",6,0.18,0.19,0.06,0.4,2月3日,0.06,2月23日,
070476 強茂國泰04購02,"3,732,250","2,300,000",134,1.62,1.58,1.93,2.03,2月23日,1.21,2月5日,
070477 欣興國泰04購04,"1,540,500","1,334,000",100,1.15,1.05,1.25,1.56,2月24日,0.67,2月4日,
070478 欣興國泰04購05,"702,750","982,000",30,0.72,0.71,0.77,1.02,2月24日,0.37,2月4日,
070479 玉晶光國泰04購01,"51,490","221,000",6,0.23,0.22,0.19,0.27,2月3日,0.19,2月19日,
070480 華夏永豐02購01,"155,900","138,000",5,1.13,1.14,1.59,1.59,2月23日,0.69,2月22日,
070483 旺宏永豐02購01,"152,660","58,000",11,2.63,2.63,2.65,2.77,2月2日,2.47,2月1日,
070485 可成永豐02購03,100,"10,000",10,0.01,0.01,0.01,0.01,2月19日,0.01,2月19日,
070489 台積電日盛03購01,"58,860","14,000",3,4.2,3.9,4.15,4.43,2月17日,3.13,2月1日,
